Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
1/15/19 6:45,1,2,1,1,7,10,5,2,2,7,5,7,2,6,2,3,1,1,2,4,36 to 50,Female,636.2355723914435
1/15/19 12:03,2,2,2,4,9,10,3,0,1,9,2,1,3,6,5,4,2,2,2,7,21 to 35,Male,651.9746646523364
1/15/19 12:47,2,2,8,6,6,9,4,2,2,6,7,6,3,7,2,4,2,7,7,7,36 to 50,Female,654.5820432018768
1/15/19 13:15,1,5,3,4,4,4,2,3,2,2,1,5,0,9,5,2,2,10,0,3,51 or more,Male,608.3524722157274
1/15/19 17:30,3,2,10,1,2,4,0,2,1,5,2,6,1,7,0,2,1,1,2,2,21 to 35,Female,625.2216896317718
1/16/19 1:25,1,0,2,5,0,7,3,0,1,9,1,5,5,7,0,0,2,3,1,6,21 to 35,Male,658.343870381273
1/16/19 5:38,2,5,5,8,3,4,4,1,2,5,4,4,3,6,10,10,2,5,1,5,21 to 35,Female,609.270735337268
1/16/19 5:43,5,2,10,6,6,10,7,2,1,2,2,6,2,8,0,0,1,10,5,10,21 to 35,Male,708.2471949276936
1/16/19 7:19,2,1,7,7,6,10,1,1,1,8,6,8,5,6,0,2,2,7,7,2,51 or more,Female,698.6586471781915
1/16/19 7:32,3,2,0,4,4,6,0,0,1,5,0,8,0,8,0,5,2,3,1,3,36 to 50,Female,620.8927884515824
1/16/19 12:24,3,3,4,7,7,2,5,1,2,8,0,2,2,4,0,4,2,8,0,5,21 to 35,Female,627.628072275867
1/16/19 14:51,0,1,0,1,0,2,2,0,2,0,2,2,0,5,0,1,2,2,0,1,21 to 35,Male,576.9020739614625
1/16/19 23:06,3,5,10,3,10,10,5,5,1,7,1,2,5,6,6,2,1,6,2,3,36 to 50,Female,670.3588946491925
1/17/19 3:18,1,4,3,5,8,10,2,2,2,6,0,4,5,4,0,6,2,5,1,7,36 to 50,Male,619.113635127377
1/17/19 5:06,1,4,1,2,10,3,1,1,1,7,5,1,2,6,10,5,2,5,2,5,36 to 50,Female,614.2559819162489
1/17/19 5:42,4,3,8,10,10,4,0,5,2,0,2,10,2,7,6,2,1,2,1,10,51 or more,Male,650.7359516275649
1/17/19 7:09,2,2,3,4,3,2,4,2,2,3,7,4,2,5,1,4,2,4,6,4,36 to 50,Male,631.890039906583
1/17/19 7:23,4,5,10,6,5,3,5,5,1,0,1,5,1,7,3,5,2,4,5,2,21 to 35,Female,661.4518968420067
1/17/19 11:46,1,5,0,5,5,5,2,0,1,1,1,1,0,5,5,8,1,2,1,2,36 to 50,Male,569.9634063244685
1/17/19 12:52,2,2,7,3,2,3,3,0,1,7,5,8,1,6,0,0,2,7,5,7,21 to 35,Male,672.1325214713493
1/17/19 13:41,2,1,10,10,10,4,3,5,1,3,3,5,5,7,10,2,1,3,5,10,36 to 50,Female,680.4919232002542
1/18/19 0:53,2,5,3,3,2,3,2,5,2,6,3,7,2,5,10,3,2,2,3,5,51 or more,Female,601.6579630966296
1/18/19 1:44,1,2,2,3,10,10,2,5,1,9,4,1,2,7,0,1,1,2,10,5,36 to 50,Female,670.6618444771858
1/18/19 4:55,2,2,6,5,6,10,6,2,1,3,2,3,5,6,4,3,2,10,3,7,21 to 35,Female,680.5221677220455
1/18/19 7:07,3,1,10,3,7,2,2,2,1,7,4,4,3,7,0,1,2,2,4,9,21 to 35,Male,690.1839417485944
1/18/19 7:15,4,1,6,3,5,2,1,3,1,7,5,4,3,7,0,2,2,2,3,10,21 to 35,Male,682.4005349315586
1/18/19 12:13,1,4,0,2,4,10,3,1,1,5,1,4,4,7,0,3,2,2,2,7,Less than 20,Female,635.5463667354845
1/18/19 13:24,4,3,8,6,7,10,5,3,1,6,4,6,3,8,0,2,2,6,1,6,Less than 20,Female,696.3805957200416
1/18/19 15:33,5,4,5,8,10,5,1,0,2,7,4,8,1,6,0,10,1,9,5,10,36 to 50,Male,640.385553989391
1/18/19 20:15,4,5,2,2,7,3,4,5,1,6,2,5,5,6,10,4,2,10,1,3,36 to 50,Female,646.4314264199875
1/18/19 21:22,4,3,10,5,10,10,4,2,1,2,6,10,2,8,2,0,2,10,1,10,21 to 35,Female,716.764275258846
1/18/19 22:23,1,4,10,7,5,10,6,5,1,9,3,9,1,6,10,0,2,10,3,4,21 to 35,Female,693.897204088389
1/19/19 3:25,4,5,7,4,7,1,0,5,1,7,1,3,0,8,0,3,2,7,4,4,21 to 35,Female,682.234035868409
1/19/19 11:14,4,4,10,9,8,10,7,2,2,9,4,5,5,7,10,3,2,9,4,8,51 or more,Female,691.1546006539775
1/19/19 13:14,1,5,1,1,1,2,4,1,2,2,0,4,1,6,0,1,1,2,1,3,51 or more,Male,567.931829660078
1/19/19 16:08,2,2,10,5,2,7,3,5,1,7,2,7,2,7,0,3,2,6,3,3,21 to 35,Male,688.2330747325294
1/19/19 20:51,3,3,10,3,5,3,1,5,2,3,6,4,5,7,10,1,2,5,1,3,51 or more,Female,631.677723669454
1/20/19 6:33,2,4,5,6,1,10,2,1,1,5,1,3,0,7,5,10,2,6,0,1,36 to 50,Female,586.2478329534295
1/20/19 9:19,3,2,5,3,10,4,4,3,2,4,7,6,4,7,0,4,2,4,4,7,51 or more,Male,675.4642514730473
1/20/19 14:15,4,3,6,3,2,6,10,0,1,9,5,10,10,8,0,3,2,6,2,7,36 to 50,Female,705.6557571906092
1/20/19 14:36,2,3,8,8,5,10,10,2,1,7,4,6,10,7,8,1,2,10,1,7,36 to 50,Male,712.5930422055839
1/20/19 18:06,1,3,3,2,10,5,1,4,2,5,4,4,0,5,2,3,2,5,7,4,51 or more,Female,628.5277102731798
1/21/19 2:18,2,0,5,6,4,7,0,0,2,5,10,10,0,8,5,0,2,0,10,10,21 to 35,Male,685.288842138451
1/21/19 3:07,1,4,4,3,4,10,5,1,2,6,0,7,1,8,0,0,2,7,3,5,21 to 35,Female,645.7342753558395
1/21/19 9:15,3,3,8,7,6,4,10,0,2,8,5,5,0,7,10,2,2,3,0,10,51 or more,Female,648.4900725812753
1/21/19 18:46,2,5,2,10,10,10,3,2,2,7,3,8,10,7,0,2,2,10,1,5,36 to 50,Male,694.9968048963998
1/21/19 19:35,5,0,10,10,2,10,9,5,2,6,3,6,8,7,0,2,2,10,10,3,36 to 50,Male,735.5509586724938
1/22/19 3:45,3,3,10,3,3,3,5,3,1,9,1,10,2,7,0,0,2,10,2,10,51 or more,Male,698.1832875760501
1/22/19 9:37,1,4,3,3,3,9,3,1,1,6,3,4,4,7,0,6,2,3,2,3,Less than 20,Female,632.9512526773408
1/22/19 9:52,1,3,1,6,10,2,2,3,2,5,5,6,0,7,0,4,1,10,6,10,36 to 50,Female,654.2622772327956
1/22/19 16:43,1,5,7,3,3,1,1,0,2,6,3,10,5,5,0,10,2,6,2,10,36 to 50,Male,626.1303782688117
1/22/19 20:16,3,2,1,2,5,4,2,5,2,5,1,3,1,8,0,0,2,5,2,5,51 or more,Male,641.3812144706098
1/22/19 20:16,2,4,2,4,2,6,2,1,2,2,2,4,0,6,5,7,2,4,2,4,21 to 35,Female,581.8237177655616
1/23/19 5:01,1,2,2,2,1,6,7,0,2,6,3,10,2,5,0,1,1,4,5,1,36 to 50,Male,610.1172797178527
1/23/19 10:24,2,5,7,2,1,0,0,0,1,4,3,10,3,5,10,1,1,10,1,3,21 to 35,Male,601.97623613393
1/23/19 10:32,0,5,10,0,1,1,10,0,1,3,2,10,1,5,10,2,1,6,2,2,21 to 35,Male,607.4123875602409
1/23/19 19:49,2,3,1,2,2,8,2,2,1,3,3,4,4,5,10,1,1,4,2,7,21 to 35,Male,611.8639615676462
1/23/19 22:03,3,1,5,10,5,8,6,5,2,9,6,7,0,6,7,2,2,3,5,5,21 to 35,Female,682.2750731366473
1/24/19 2:02,2,1,7,4,4,2,4,0,1,7,2,10,5,7,0,1,2,4,1,5,36 to 50,Male,671.1154655842879
1/24/19 11:14,3,1,4,2,5,10,10,4,2,9,8,10,10,8,0,0,1,10,8,8,Less than 20,Male,727.0650961639049
1/24/19 15:30,4,1,8,5,9,7,7,1,1,7,5,10,10,6,1,0,2,5,3,10,Less than 20,Female,732.1672493162031
1/24/19 22:29,4,1,5,10,5,10,8,5,1,4,4,10,10,7,5,1,2,10,3,10,21 to 35,Male,751.4626787128333
1/24/19 23:22,2,5,10,10,10,5,2,0,2,5,2,5,0,6,10,0,1,10,0,10,51 or more,Male,622.1559312576928
1/25/19 11:20,2,3,5,3,1,4,0,1,1,2,0,2,0,8,0,5,1,5,0,10,21 to 35,Female,603.8569298743972
1/25/19 12:15,2,3,7,2,5,7,5,0,1,4,1,5,2,7,2,0,2,5,0,6,21 to 35,Female,646.6857638227129
1/25/19 12:39,3,2,10,10,8,10,4,5,1,7,5,7,10,6,0,2,2,8,7,4,21 to 35,Male,741.5446411705709
1/25/19 14:53,2,4,7,5,10,4,3,1,2,5,1,5,3,7,3,8,2,7,0,3,36 to 50,Female,623.2502253354694
1/25/19 21:25,2,3,5,2,3,3,1,2,2,3,1,2,1,6,10,3,1,5,1,1,21 to 35,Female,550.7007639053469
1/26/19 1:13,1,3,10,3,4,3,4,5,1,7,2,6,10,7,5,0,2,10,1,10,51 or more,Female,684.8885748963689
1/26/19 15:28,3,4,10,10,4,3,5,1,2,6,6,10,7,6,6,0,2,6,6,2,21 to 35,Female,674.9070774288452
1/27/19 8:45,3,3,5,5,8,6,2,1,2,3,3,3,4,6,3,2,2,3,5,1,36 to 50,Female,634.3015446374204
1/27/19 10:41,2,4,4,7,4,5,3,3,2,7,2,1,1,9,0,0,2,5,1,10,36 to 50,Male,640.0374481968753
1/27/19 11:54,3,1,10,10,7,3,8,1,1,7,4,7,2,8,0,0,1,10,5,10,51 or more,Female,710.2124131382593
1/27/19 12:03,4,5,10,4,10,5,0,5,1,2,2,5,1,7,10,7,2,6,2,10,51 or more,Male,652.806201217098
1/27/19 12:09,4,5,10,5,10,4,6,5,1,2,2,5,1,7,10,7,2,6,2,10,51 or more,Male,659.8923654558381
1/27/19 13:25,2,1,5,4,10,10,4,4,1,8,3,6,8,5,0,3,2,8,2,6,21 to 35,Male,702.1554256391385
1/27/19 14:12,4,1,5,6,7,5,0,1,1,7,1,10,3,7,0,1,2,1,7,10,51 or more,Female,682.3249286773672
1/27/19 21:57,1,5,1,10,4,3,5,2,1,7,1,5,4,7,1,2,2,5,2,5,21 to 35,Female,653.8670129722335
1/27/19 22:24,4,4,7,5,7,5,1,5,1,5,1,1,1,8,0,1,2,9,4,4,51 or more,Female,675.5676193752959
1/28/19 0:55,1,1,3,3,0,7,1,0,2,7,2,4,1,7,8,0,2,0,5,10,21 to 35,Male,646.815558560259
1/28/19 10:40,2,5,2,1,8,3,5,0,1,3,0,4,7,8,10,8,1,4,2,9,Less than 20,Female,603.1196416942759
1/28/19 15:57,5,3,4,3,5,2,3,5,2,4,1,7,3,6,0,4,2,2,1,8,51 or more,Female,645.1046163995505
1/28/19 16:38,3,3,10,4,2,3,5,0,1,4,1,8,3,7,5,1,2,3,1,5,21 to 35,Female,661.2229036768567
1/28/19 19:25,2,2,2,10,5,10,2,1,2,7,5,7,6,8,0,1,2,2,1,5,51 or more,Male,678.7902443224124
1/29/19 10:25,2,1,3,5,2,3,1,1,2,1,1,5,1,7,1,3,2,4,1,5,36 to 50,Female,622.7781907944452
1/29/19 13:51,3,0,3,3,6,3,10,5,2,9,4,5,3,9,0,0,2,5,4,10,21 to 35,Male,677.8374682770728
1/29/19 14:10,5,3,3,2,3,5,3,5,1,2,1,8,8,7,0,4,2,10,2,1,36 to 50,Male,683.6032959514096
1/29/19 14:23,2,3,3,2,10,10,1,5,2,4,3,9,5,7,0,1,2,9,4,5,21 to 35,Female,675.3915342888679
1/29/19 14:24,5,1,3,6,2,5,3,0,2,5,4,6,4,6,2,0,2,5,2,7,21 to 35,Male,656.1858701992603
1/29/19 16:39,5,0,10,4,10,10,2,5,2,8,3,5,10,7,0,0,2,2,1,3,51 or more,Female,702.4284345750866
1/29/19 21:39,4,2,10,3,8,4,4,5,2,9,3,10,4,6,0,0,2,9,3,10,51 or more,Male,717.760105164042
1/29/19 21:50,2,4,1,2,2,8,2,2,2,7,1,4,0,7,2,0,1,0,2,3,21 to 35,Female,598.8095664377867
1/30/19 0:51,2,4,2,2,3,4,6,5,2,8,4,3,1,8,6,7,2,4,1,8,21 to 35,Female,632.1387570004293
1/30/19 1:12,2,4,0,4,3,1,3,3,1,0,1,2,3,6,2,2,2,6,1,1,36 to 50,Male,605.9558655202379
1/30/19 1:14,3,4,4,2,7,6,4,0,2,7,2,2,5,6,0,4,2,3,1,4,36 to 50,Female,625.5630782071631
1/30/19 6:40,2,3,1,4,1,10,2,1,1,7,3,1,10,8,0,1,2,3,0,10,21 to 35,Female,665.5059720120569
1/30/19 11:17,2,4,2,7,7,5,2,1,2,3,1,5,2,5,0,1,2,7,4,2,21 to 35,Female,593.1100078610028
1/30/19 11:53,2,5,9,5,8,7,7,1,1,8,7,7,6,6,0,5,2,4,5,3,36 to 50,Female,682.2873053102568
1/30/19 12:24,3,2,8,6,9,7,7,2,1,9,7,6,2,7,10,5,2,8,8,9,21 to 35,Female,705.2264505427621
1/30/19 12:29,2,2,7,7,5,6,8,2,1,7,8,6,2,7,10,3,2,7,8,8,21 to 35,Female,686.0041854962169
1/30/19 18:00,5,2,5,6,10,6,3,5,2,5,3,5,1,8,0,1,2,8,4,7,36 to 50,Male,698.9938054674293
1/30/19 20:48,2,4,2,1,1,2,0,1,2,2,0,2,0,8,5,3,2,3,0,2,51 or more,Female,576.3032652697935
1/31/19 8:31,3,2,10,3,10,10,4,4,1,7,2,8,3,7,5,2,2,10,5,10,51 or more,Male,732.4419654858355
1/31/19 8:57,1,5,0,3,5,2,3,2,2,0,1,10,1,5,10,7,1,10,2,10,21 to 35,Male,603.6418913772478
1/31/19 13:24,5,1,8,10,4,10,10,1,2,8,2,7,10,8,0,0,2,4,2,10,36 to 50,Female,723.7300352809084
1/31/19 13:27,5,2,8,10,10,10,5,1,2,8,2,7,10,8,0,0,2,3,2,8,36 to 50,Female,714.5806663068058
1/31/19 21:24,3,3,5,5,7,5,5,5,2,1,4,6,9,6,0,1,2,10,4,5,51 or more,Male,679.8131883139745
1/31/19 22:22,1,5,0,2,3,0,0,0,1,8,2,3,0,6,0,8,1,0,0,8,21 to 35,Female,596.2918648739446
2/1/19 6:08,3,1,4,4,10,10,10,5,1,8,5,10,5,7,10,0,2,5,4,10,21 to 35,Male,752.8581393767874
2/1/19 10:31,1,2,5,10,8,10,5,1,1,7,2,8,3,8,3,1,1,10,1,7,Less than 20,Female,656.3786043954264
2/1/19 10:33,4,2,5,6,4,10,7,3,2,9,5,2,1,8,10,1,2,2,4,8,51 or more,Female,661.431415437802
2/1/19 19:48,4,5,7,9,8,10,10,5,2,10,4,8,5,6,5,2,2,10,5,7,51 or more,Female,716.5971059857051
2/2/19 12:47,2,1,5,4,10,2,10,1,1,4,3,5,3,10,0,2,2,4,6,3,21 to 35,Female,682.896227945972
2/2/19 15:22,3,4,10,10,10,4,8,4,1,4,5,2,1,6,10,1,2,4,5,7,36 to 50,Female,684.0004713264642
2/2/19 15:25,3,4,10,7,6,4,4,2,1,3,1,3,1,7,10,1,2,4,3,10,21 to 35,Female,632.6785521670249
2/2/19 18:33,4,4,8,4,10,9,3,1,2,5,1,9,1,6,4,7,2,8,2,3,51 or more,Male,647.9817722549277
2/2/19 20:30,1,3,1,8,0,2,0,0,1,1,3,10,1,7,10,3,1,0,1,10,36 to 50,Male,592.9622631523619
2/3/19 0:12,1,4,3,3,4,2,1,0,1,5,4,2,0,6,2,8,1,3,0,1,21 to 35,Female,624.3545681114954
2/3/19 0:22,2,5,2,1,1,3,3,5,2,2,4,1,0,8,5,2,1,5,0,10,21 to 35,Female,597.2100548409463
2/3/19 0:32,2,5,1,2,3,2,1,0,1,3,2,1,1,6,0,8,1,2,1,2,21 to 35,Female,566.9458743394595
2/3/19 5:11,5,5,8,8,10,3,2,1,2,8,5,10,2,7,0,2,2,10,2,8,36 to 50,Male,689.1958205486479
2/3/19 10:11,2,1,3,4,4,3,3,1,1,3,4,5,4,4,4,5,2,5,3,4,36 to 50,Female,648.5044963094628
2/3/19 10:13,1,1,3,3,4,3,3,1,1,3,3,3,2,4,3,3,1,3,3,3,36 to 50,Female,615.0776076704371
2/3/19 13:20,5,1,3,6,4,5,1,3,1,9,7,5,1,7,0,5,1,3,2,3,51 or more,Female,651.8532038103428
2/3/19 14:11,2,4,3,5,2,6,1,0,1,2,1,2,1,7,0,0,1,6,0,5,21 to 35,Male,610.2175045249719
2/3/19 20:43,4,2,7,10,10,10,5,2,1,9,6,10,10,8,1,0,2,9,9,7,21 to 35,Female,757.244039106722
2/3/19 23:30,3,1,10,10,8,5,10,4,1,10,3,10,5,7,0,1,2,10,2,10,51 or more,Female,753.250098244744
2/4/19 1:35,3,2,5,7,5,2,4,2,2,2,2,3,1,6,4,5,2,7,2,6,36 to 50,Female,628.6432692636683
2/4/19 3:11,1,5,5,10,1,6,1,0,2,8,6,4,1,7,0,10,2,4,0,10,21 to 35,Male,613.5232579121704
2/4/19 6:17,1,5,6,5,2,4,4,2,1,7,6,4,1,6,8,1,1,10,8,1,21 to 35,Female,632.7209451911401
2/4/19 10:44,3,3,8,6,5,10,6,5,1,8,5,10,4,8,4,1,1,10,6,7,21 to 35,Female,716.2227541639074
2/4/19 11:31,4,2,10,10,4,10,4,4,2,7,4,10,4,10,0,4,2,10,6,10,21 to 35,Female,742.6844153166006
2/4/19 20:26,5,3,5,4,10,5,4,5,1,5,1,6,4,5,5,7,2,2,9,5,51 or more,Female,684.2688954230525
2/5/19 0:14,4,2,7,10,8,10,2,0,1,10,2,8,5,8,0,0,2,9,2,10,21 to 35,Female,730.6074519398453
2/5/19 3:04,5,3,2,5,3,4,3,3,1,5,1,1,10,7,5,4,2,4,2,4,21 to 35,Female,662.8831426048057
2/5/19 16:38,4,2,7,10,10,10,5,5,1,8,8,8,5,7,0,4,2,10,3,10,36 to 50,Female,748.4678524240072
2/5/19 22:24,3,5,2,10,2,10,2,2,2,8,2,6,1,8,0,3,2,7,1,0,51 or more,Female,640.0528945613225
2/6/19 8:19,1,2,5,8,6,1,5,5,2,2,2,10,4,7,10,3,1,7,3,5,36 to 50,Female,633.4546018196919
2/6/19 10:39,3,4,7,7,2,10,3,1,1,7,1,9,0,6,0,3,2,6,4,4,21 to 35,Female,670.4617620037068
2/6/19 23:57,5,2,2,2,10,10,0,5,1,9,2,4,10,6,10,10,2,10,3,10,36 to 50,Male,693.5533627236563
2/7/19 0:06,2,1,1,5,10,4,10,5,2,1,1,10,1,6,0,4,1,6,3,10,51 or more,Female,661.0294614437829
2/7/19 1:42,5,3,7,5,6,8,1,1,1,3,10,3,5,7,0,6,2,4,2,10,51 or more,Female,689.8617228862743
2/7/19 10:31,1,4,10,3,10,8,4,3,2,7,3,3,10,7,0,7,1,10,8,7,Less than 20,Female,662.3220951497929
2/7/19 12:44,4,2,2,3,8,2,7,1,1,3,2,1,1,8,10,2,2,7,3,5,21 to 35,Female,639.2419362737713
2/7/19 13:05,2,1,10,4,7,7,3,4,1,6,4,7,6,7,4,2,2,8,7,9,21 to 35,Female,715.7241045294679
2/7/19 14:07,3,3,8,7,8,10,9,3,1,8,6,10,10,8,4,1,2,7,7,7,51 or more,Female,745.5476605807015
2/7/19 14:35,3,5,2,2,1,7,3,0,2,7,2,6,5,8,0,5,1,9,1,3,36 to 50,Male,608.861261453775
2/7/19 15:53,1,3,2,2,3,3,5,3,2,1,3,7,0,7,10,2,2,3,0,6,36 to 50,Male,604.0460893770766
2/7/19 16:40,1,1,6,10,10,5,3,5,1,5,3,5,2,8,0,3,2,3,7,10,51 or more,Female,705.7793691710787
2/7/19 17:07,4,2,10,5,5,10,4,0,1,5,2,4,5,6,0,1,2,10,2,7,21 to 35,Female,678.0932851110523
2/8/19 14:12,4,1,4,10,5,4,5,5,1,5,1,2,0,6,10,2,1,3,1,10,36 to 50,Male,644.5529261320789
2/8/19 14:58,1,2,8,10,4,4,2,2,2,6,3,4,6,7,3,3,1,4,3,10,36 to 50,Male,642.1246721694217
2/8/19 15:19,2,2,8,5,5,4,2,2,1,5,5,6,2,6,10,4,2,8,3,3,21 to 35,Male,648.8589765496777
2/9/19 3:18,3,2,1,1,1,2,1,1,2,7,0,8,0,8,0,0,2,4,2,5,36 to 50,Male,615.1086853802815
2/9/19 7:16,5,2,10,8,7,3,6,5,1,6,1,4,0,8,0,0,2,6,1,5,21 to 35,Female,654.96439970258
2/9/19 10:12,1,3,5,10,5,5,6,3,2,6,3,5,4,6,10,2,2,10,0,2,36 to 50,Female,642.2077065736908
2/10/19 0:19,1,2,6,6,2,3,2,5,2,6,1,9,3,7,0,1,2,1,1,5,21 to 35,Male,658.9565291152123
2/10/19 0:21,3,1,8,6,10,10,10,5,1,7,7,4,10,7,10,2,2,10,3,10,36 to 50,Male,740.6829603290869
2/10/19 14:01,3,4,4,6,8,10,3,4,1,5,2,2,5,7,2,2,2,6,6,3,51 or more,Female,690.4326457621011
2/10/19 16:29,4,2,10,5,4,8,6,2,1,6,3,9,5,7,0,1,2,10,3,10,21 to 35,Female,722.099648402994
2/10/19 20:38,5,3,3,3,2,6,1,1,2,5,2,5,5,7,0,1,2,4,1,5,51 or more,Male,636.1947416485351
2/10/19 21:13,2,1,1,7,4,5,0,4,1,10,4,4,0,9,0,9,2,0,4,7,Less than 20,Female,664.8662108073374
2/11/19 6:36,5,3,2,10,4,5,3,5,2,7,10,4,5,8,0,1,2,4,3,10,51 or more,Female,704.9975121664735
2/11/19 6:39,5,3,4,3,3,1,3,1,2,5,2,3,0,4,0,7,2,0,1,7,51 or more,Female,598.6289305579556
2/11/19 7:23,2,4,10,10,10,8,6,5,2,8,5,5,2,6,10,0,2,10,8,7,51 or more,Female,706.7361977416361
2/11/19 7:27,5,4,5,8,10,2,2,5,2,3,3,4,2,6,3,7,2,5,2,4,51 or more,Female,652.8249529788684
2/11/19 7:34,3,3,8,3,3,6,4,2,1,6,3,8,1,7,0,7,2,3,1,4,51 or more,Female,652.7359636592727
2/11/19 7:50,5,1,3,5,10,3,2,5,1,5,2,7,10,8,0,2,2,2,1,10,51 or more,Female,701.2819170544237
2/11/19 7:57,1,2,5,8,5,5,2,1,1,7,3,6,10,8,0,5,2,2,2,6,36 to 50,Male,684.3003038834123
2/11/19 8:42,5,2,3,6,4,3,5,1,1,4,0,3,0,7,5,3,2,6,0,2,51 or more,Female,663.8713241240753
2/11/19 8:55,5,3,10,6,10,10,10,5,1,10,10,7,10,8,0,5,2,10,10,10,51 or more,Female,785.6929649822362
2/11/19 9:21,5,0,10,10,10,2,3,5,1,4,4,10,0,8,0,0,2,5,2,10,51 or more,Female,717.576819572246
2/11/19 9:31,5,2,10,10,10,5,7,5,1,8,6,9,1,8,0,1,2,10,8,10,36 to 50,Female,762.175581545927
2/11/19 9:38,3,2,10,10,10,10,8,5,2,5,7,6,5,9,0,1,2,10,6,10,21 to 35,Female,740.1278785406457
2/11/19 9:54,3,5,10,3,5,7,4,5,2,10,3,5,3,7,0,4,2,6,0,10,51 or more,Female,676.0472320040669
2/11/19 10:43,5,5,2,4,1,5,0,5,2,7,0,6,0,7,0,7,2,5,0,7,51 or more,Female,635.3517553400363
2/11/19 10:59,5,1,5,4,7,7,2,5,1,10,7,4,2,8,0,1,2,4,4,7,51 or more,Female,713.2868966523614
2/11/19 11:00,1,1,4,10,5,1,4,5,2,9,2,1,5,8,0,0,2,5,2,7,51 or more,Female,684.9004425550311
2/11/19 11:40,5,2,0,4,2,10,3,2,2,7,7,7,1,5,5,1,2,4,2,4,51 or more,Female,669.3176943106787
2/11/19 11:50,3,4,5,3,10,10,6,2,1,5,3,7,0,8,7,7,1,6,4,5,36 to 50,Female,650.7240955069299
2/11/19 12:09,5,4,3,6,9,10,9,2,2,10,6,2,0,9,2,2,2,9,4,9,36 to 50,Female,693.5688428486858
2/11/19 12:12,5,3,1,10,9,3,2,4,2,5,2,1,1,8,0,3,2,10,4,7,51 or more,Female,657.7073886047734
2/11/19 12:17,5,3,0,10,5,10,4,5,2,5,3,10,2,8,0,1,2,10,2,10,51 or more,Female,750.5692624557284
2/11/19 12:41,5,4,10,10,10,3,10,2,1,10,5,10,10,7,0,0,2,7,4,10,51 or more,Female,745.4973864164734
2/11/19 16:51,3,2,10,1,2,5,2,0,1,6,3,10,5,7,0,10,2,3,1,4,36 to 50,Male,656.1191161185408
2/11/19 17:32,5,2,10,6,10,10,10,5,2,10,4,10,10,8,0,0,2,10,8,10,51 or more,Male,769.5830013163195
2/11/19 20:08,5,5,10,0,3,10,3,5,2,8,9,7,0,6,0,10,2,10,8,10,36 to 50,Female,685.0902307390365
2/11/19 20:17,5,5,10,3,3,10,10,5,2,8,8,7,0,6,0,10,2,10,8,10,36 to 50,Female,708.1177172806455
2/11/19 23:58,4,3,4,10,6,6,10,5,1,9,3,3,5,7,4,8,1,10,3,8,36 to 50,Female,678.1860020165743
2/12/19 5:55,5,3,0,2,2,3,2,0,1,3,3,10,0,7,10,9,2,3,2,10,36 to 50,Male,613.8839487821576
2/12/19 9:17,5,2,3,4,4,5,5,3,2,1,1,1,10,8,10,1,2,2,1,7,51 or more,Female,638.3664591065146
2/12/19 12:20,2,3,10,5,5,10,2,0,2,7,7,7,2,6,0,1,2,10,3,10,51 or more,Female,675.88619738698
2/12/19 15:21,5,1,10,4,6,5,7,4,1,3,3,6,5,7,10,2,2,8,1,7,36 to 50,Female,695.8534675369652
2/12/19 15:50,5,1,2,10,10,6,10,2,2,1,8,6,9,8,0,0,1,10,8,9,51 or more,Female,700.5647135361361
2/12/19 20:45,5,3,0,1,2,10,2,0,2,8,5,1,1,6,0,1,2,7,6,7,51 or more,Female,623.6110770598622
2/12/19 21:42,2,5,6,5,3,4,1,3,2,9,2,5,0,7,10,5,1,3,0,0,36 to 50,Female,576.767874099713
2/12/19 21:54,2,4,5,1,0,2,1,1,2,3,1,3,0,6,7,3,1,4,0,3,36 to 50,Male,560.3510214735736
2/12/19 22:21,4,4,0,3,5,8,0,0,1,8,0,8,0,6,0,0,2,2,1,4,51 or more,Female,699.6403139960366
2/13/19 0:06,3,2,10,6,3,4,3,2,1,8,3,10,5,7,0,2,2,2,2,10,21 to 35,Female,683.037441137944
2/13/19 0:33,5,5,6,6,10,5,10,5,2,7,5,7,5,5,10,0,2,10,2,10,51 or more,Female,696.2271238185007
2/13/19 6:00,2,3,1,5,1,4,5,0,1,7,5,6,5,7,10,0,2,3,4,1,21 to 35,Male,644.5670548052086
2/13/19 7:48,4,1,4,3,1,10,2,1,2,8,7,8,1,8,0,0,2,3,7,7,21 to 35,Male,695.9184666241342
2/13/19 7:54,2,2,9,10,6,4,5,5,1,6,2,5,10,7,10,1,2,7,3,7,36 to 50,Female,699.1210475600823
2/13/19 8:38,2,3,8,5,7,10,0,2,1,4,3,10,4,6,0,1,1,5,2,10,21 to 35,Male,689.804527722205
2/13/19 9:40,2,5,6,10,5,6,4,0,1,7,3,7,3,7,9,1,2,10,1,5,21 to 35,Male,663.8856252797235
2/13/19 11:05,2,1,4,1,3,2,1,0,2,7,1,3,0,9,0,1,1,3,3,9,36 to 50,Female,602.8237718971326
